Scalar_B,BX_GSE,BY_GSM,BZ_GSM,SW_Temp,SW_Density,SW_Speed,Flow_Pressure,E_Field,Dst,time
3.6,0.0,2.5,1.8,40908.0,5.7,370.0,1.61,-0.67,9,1645876800
3.7,1.1,1.8,2.7,38455.0,5.4,372.0,1.5,-1.0,7,1645880400
3.3,0.2,2.2,1.7,46131.0,6.1,365.0,1.63,-0.62,8,1645884000
4.3,1.0,3.5,1.3,37037.0,6.2,367.0,1.62,-0.48,9,1645887600
3.6,0.5,1.9,1.9,49387.0,6.5,365.0,1.72,-0.69,11,1645891200
3.6,1.4,2.1,1.3,53059.0,7.1,368.0,1.88,-0.48,14,1645894800
3.8,1.6,2.8,0.3,52787.0,7.2,367.0,1.88,-0.11,17,1645898400
4.1,2.5,2.7,1.1,50596.0,7.1,371.0,1.85,-0.41,17,1645902000
4.2,2.6,2.5,1.1,48249.0,6.8,370.0,1.75,-0.41,18,1645905600
4.3,1.3,3.1,2.0,55268.0,7.6,365.0,1.91,-0.73,16,1645909200
3.9,0.0,1.1,3.0,66953.0,8.5,359.0,2.09,-1.08,16,1645912800
4.1,-2.3,1.2,1.4,68133.0,8.3,354.0,2.03,-0.5,14,1645916400
4.9,-1.6,-0.4,3.2,66207.0,8.3,361.0,2.11,-1.16,13,1645920000
5.4,-0.6,2.1,4.3,74266.0,10.2,374.0,2.77,-1.61,16,1645923600
5.8,-2.4,1.8,3.6,87059.0,12.7,379.0,3.51,-1.36,20,1645927200
6.9,-3.6,1.4,2.6,99605.0,15.9,382.0,4.49,-0.99,23,1645930800
8.7,1.2,2.2,5.7,90964.0,16.8,398.0,5.05,-2.27,24,1645934400
10.1,0.7,9.2,1.1,86293.0,16.5,403.0,5.12,-0.44,23,1645938000
10.6,-2.6,8.2,-5.3,91038.0,15.6,398.0,4.74,2.11,12,1645941600
13.3,-4.9,6.1,-8.2,62259.0,8.2,401.0,2.4,3.29,-6,1645945200
9.9,-2.9,3.9,1.8,157813.0,11.1,419.0,3.62,-0.75,-22,1645948800
8.8,-2.6,7.8,0.4,165361.0,13.3,418.0,4.3,-0.17,-15,1645952400
9.0,-1.6,7.9,0.6,153325.0,12.3,437.0,4.3,-0.26,-5,1645956000
8.4,-1.7,4.8,-0.0,180914.0,10.7,439.0,3.76,0.0,-3,1645959600
10.1,2.0,6.8,6.2,163186.0,8.0,450.0,2.88,-2.79,-4,1645963200
10.0,1.8,7.9,5.1,186244.0,7.3,466.0,2.81,-2.38,0,1645966800
8.6,1.9,7.6,1.5,210581.0,6.8,474.0,2.72,-0.71,2,1645970400
7.9,-0.2,6.9,2.8,193629.0,6.0,484.0,2.5,-1.36,2,1645974000
7.6,-4.8,-0.0,-2.2,170252.0,5.1,460.0,1.96,1.01,2,1645977600
7.6,-6.3,-2.6,0.4,148493.0,4.2,453.0,1.64,-0.18,-3,1645981200
7.5,-5.6,-2.2,-4.3,136189.0,3.8,458.0,1.65,1.97,1,1645984800
6.8,-4.4,2.2,1.2,144609.0,4.3,464.0,1.68,-0.56,5,1645988400
7.1,-4.8,3.3,2.5,137211.0,4.0,456.0,1.66,-1.14,8,1645992000
7.8,-5.9,2.2,2.2,150258.0,3.8,450.0,1.34,-0.99,9,1645995600
9.0,-1.2,6.9,4.9,147643.0,4.5,493.0,1.92,-2.42,8,1645999200
8.4,-3.5,5.0,4.0,176011.0,4.6,472.0,2.12,-1.89,9,1646002800
8.7,-0.9,5.4,6.3,210212.0,5.5,498.0,2.41,-3.14,7,1646006400
9.8,0.8,6.7,6.7,179721.0,4.8,506.0,2.14,-3.39,8,1646010000
8.5,-0.4,5.8,2.4,234034.0,5.5,495.0,2.46,-1.19,8,1646013600
8.2,-1.0,5.1,4.3,234732.0,5.8,496.0,2.56,-2.13,3,1646017200
7.7,-1.9,4.6,0.7,247698.0,6.2,489.0,2.73,-0.34,5,1646020800
8.9,-1.6,4.2,7.5,215609.0,5.1,490.0,2.24,-3.67,2,1646024400
6.9,-2.6,2.4,3.8,267861.0,5.9,487.0,2.58,-1.85,6,1646028000
6.4,-2.5,1.4,3.8,247883.0,6.4,484.0,2.75,-1.84,8,1646031600
6.2,-3.3,2.1,-1.2,228531.0,6.5,486.0,2.85,0.58,11,1646035200
7.1,-4.3,3.6,1.4,185288.0,5.9,476.0,2.49,-0.67,6,1646038800
6.0,-2.4,1.3,3.8,177226.0,5.8,489.0,2.56,-1.86,3,1646042400
4.9,-2.4,2.5,2.0,208629.0,4.9,493.0,2.24,-0.99,0,1646046000
5.4,-3.1,2.6,-2.0,172224.0,4.7,492.0,2.11,0.98,1,1646049600
5.2,-3.3,0.2,-1.5,162252.0,4.4,496.0,1.99,0.74,2,1646053200
5.2,-4.0,-1.1,1.5,135125.0,3.6,485.0,1.56,-0.73,2,1646056800
5.2,-3.5,-0.3,2.2,127508.0,3.4,485.0,1.45,-1.07,2,1646060400
5.3,-4.7,1.6,0.2,148840.0,3.0,462.0,1.28,-0.09,5,1646064000
5.3,-2.6,3.6,0.9,108828.0,3.3,486.0,1.4,-0.44,9,1646067600
5.4,-0.5,3.4,2.3,119072.0,3.1,502.0,1.39,-1.15,13,1646071200
5.2,-2.4,3.2,0.9,145462.0,3.3,495.0,1.45,-0.45,11,1646074800
5.3,-1.5,2.0,2.5,142604.0,3.4,508.0,1.56,-1.27,9,1646078400
5.9,-2.4,-3.6,3.2,118983.0,3.7,500.0,1.64,-1.6,9,1646082000
6.5,-3.5,1.3,4.2,118553.0,3.5,489.0,1.48,-2.05,9,1646085600
5.7,-4.0,1.7,2.4,114620.0,2.4,473.0,0.97,-1.14,7,1646089200
5.6,-3.9,2.5,-1.6,105708.0,2.1,470.0,0.93,0.75,2,1646092800
5.6,-2.5,3.6,2.2,141216.0,2.6,495.0,1.27,-1.09,5,1646096400
5.3,-3.8,2.6,1.7,153721.0,2.5,485.0,1.18,-0.82,5,1646100000
5.2,-3.0,2.0,2.5,145187.0,2.6,486.0,1.07,-1.22,4,1646103600
5.0,-2.5,2.9,0.8,154646.0,2.4,495.0,1.1,-0.4,0,1646107200
5.1,-3.9,1.9,1.9,137389.0,2.3,477.0,1.05,-0.91,1,1646110800
4.9,-3.2,2.9,-1.2,147124.0,2.7,491.0,1.3,0.59,2,1646114400
5.4,-0.3,4.6,-2.0,122479.0,2.7,516.0,1.24,1.03,-3,1646118000
5.4,-1.4,3.8,-1.6,119654.0,2.3,508.0,1.05,0.81,-8,1646121600
4.5,-2.6,-1.0,1.8,175199.0,3.3,522.0,1.57,-0.94,-7,1646125200
4.5,-1.5,0.8,3.2,185488.0,3.2,536.0,1.65,-1.72,-7,1646128800
4.6,-3.5,1.2,0.8,160429.0,2.8,521.0,1.38,-0.42,-3,1646132400
4.0,-2.9,0.0,-1.4,173410.0,3.0,529.0,1.53,0.74,-6,1646136000
4.1,-3.4,-0.4,-1.7,167018.0,2.7,524.0,1.36,0.89,-4,1646139600
4.1,-2.1,1.3,0.4,156046.0,2.9,532.0,1.52,-0.21,-3,1646143200
4.2,-0.1,4.0,-0.5,150639.0,2.8,539.0,1.47,0.27,-5,1646146800
4.1,0.3,2.6,-0.1,146527.0,2.8,547.0,1.52,0.05,-6,1646150400
3.8,-2.2,1.6,-0.2,154206.0,2.8,525.0,1.41,0.1,-4,1646154000
4.1,-0.1,3.3,-0.8,132805.0,2.8,537.0,1.47,0.43,-3,1646157600
3.8,-1.6,2.7,-0.0,139261.0,2.6,518.0,1.29,0.0,-3,1646161200
4.1,-2.6,2.5,1.2,128157.0,2.5,500.0,1.16,-0.6,-3,1646164800
4.0,-2.9,1.3,1.7,111570.0,2.8,498.0,1.26,-0.85,-2,1646168400
3.9,-2.7,2.0,0.8,111666.0,2.6,493.0,1.17,-0.39,-1,1646172000
3.7,-1.7,1.7,1.5,109116.0,2.6,497.0,1.18,-0.75,2,1646175600
3.0,-1.2,1.6,1.0,113518.0,2.6,497.0,1.21,-0.5,4,1646179200
3.2,-0.2,-0.1,2.2,112234.0,2.6,494.0,1.19,-1.09,6,1646182800
3.1,-1.9,0.2,-1.2,102535.0,2.5,488.0,1.13,0.59,6,1646186400
2.7,-2.2,0.6,-0.6,110152.0,2.5,483.0,1.12,0.29,4,1646190000
2.8,-2.6,0.2,-0.5,98974.0,2.5,480.0,1.09,0.24,2,1646193600
2.9,-2.8,-0.4,0.3,88505.0,2.6,479.0,1.13,-0.14,3,1646197200
3.2,-3.0,-0.6,-0.0,85607.0,2.7,475.0,1.14,0.0,5,1646200800
3.2,-2.8,1.2,-0.7,82445.0,2.7,470.0,1.11,0.33,4,1646204400
3.1,-2.8,1.0,-1.0,74945.0,2.8,465.0,1.11,0.47,4,1646208000
3.0,-2.7,0.1,-1.1,71982.0,2.8,460.0,1.08,0.51,4,1646211600
2.8,-2.7,-0.2,-0.6,65390.0,2.8,460.0,1.08,0.28,4,1646215200
3.0,-2.9,0.5,-0.2,71435.0,2.7,458.0,1.04,0.09,4,1646218800
3.0,-3.0,0.3,0.2,64993.0,2.6,454.0,0.99,-0.09,5,1646222400
3.0,-2.9,0.2,0.1,61611.0,2.7,454.0,1.03,-0.05,5,1646226000
2.9,-2.7,1.0,-0.3,51713.0,2.6,453.0,0.98,0.14,5,1646229600
2.8,-2.6,0.9,0.3,49822.0,2.5,450.0,0.93,-0.14,2,1646233200
3.0,-2.7,0.9,-0.2,45711.0,2.5,445.0,0.91,0.09,0,1646236800
3.0,-2.8,1.0,0.3,47799.0,2.4,441.0,0.86,-0.13,-2,1646240400
2.9,-2.8,0.5,0.7,43818.0,2.5,438.0,0.88,-0.31,-2,1646244000
3.0,-2.7,1.0,0.7,47475.0,2.5,426.0,0.83,-0.3,1,1646247600
3.2,-3.0,1.1,-0.1,42931.0,2.5,421.0,0.82,0.04,2,1646251200
3.1,-2.8,0.2,-0.9,50643.0,2.8,414.0,0.9,0.37,2,1646254800
3.1,-2.6,1.6,-0.1,53520.0,2.9,413.0,0.93,0.04,3,1646258400
3.0,-1.2,2.5,0.7,53437.0,3.5,413.0,1.1,-0.29,5,1646262000
3.0,-0.9,1.6,2.2,48951.0,3.3,416.0,1.06,-0.92,6,1646265600
2.9,-1.3,1.6,1.3,59118.0,2.9,408.0,0.88,-0.53,6,1646269200
2.9,-1.6,1.8,1.0,60567.0,3.2,395.0,0.9,-0.4,4,1646272800
3.1,-1.1,2.6,1.1,59107.0,3.2,398.0,0.9,-0.44,4,1646276400
3.1,-1.2,2.0,1.6,62574.0,3.3,396.0,0.92,-0.63,5,1646280000
2.8,-0.4,2.5,0.8,60327.0,3.6,391.0,0.98,-0.31,8,1646283600
2.8,-1.7,2.0,0.5,62529.0,3.8,383.0,0.99,-0.19,10,1646287200
2.7,-2.6,0.5,-0.5,66981.0,4.2,386.0,1.11,0.19,11,1646290800
2.5,-2.4,0.5,0.2,67640.0,4.5,381.0,1.16,-0.08,10,1646294400
2.5,-2.3,0.9,0.4,63481.0,4.7,377.0,1.18,-0.15,9,1646298000
2.8,-2.2,1.6,-0.1,56555.0,4.4,371.0,1.07,0.04,8,1646301600
3.0,-1.9,2.0,0.6,50281.0,4.7,367.0,1.13,-0.22,8,1646305200
3.0,-2.1,1.0,1.1,44259.0,5.7,370.0,1.38,-0.41,10,1646308800
3.3,-1.2,1.8,0.8,47822.0,8.5,377.0,2.14,-0.3,14,1646312400
4.1,-2.2,2.8,0.4,43352.0,8.5,372.0,2.07,-0.15,14,1646316000
3.9,-1.5,3.3,0.1,38141.0,9.0,370.0,2.16,-0.04,13,1646319600
4.7,-1.6,3.7,-1.3,29838.0,11.3,369.0,2.67,0.48,16,1646323200
3.5,-1.2,1.2,0.6,22358.0,21.3,374.0,5.19,-0.22,21,1646326800
3.6,1.6,-1.5,-0.1,18606.0,23.4,376.0,5.81,0.04,17,1646330400
5.9,3.2,-4.1,-0.8,35990.0,14.6,384.0,3.9,0.31,11,1646334000
7.5,4.4,-5.3,-2.1,45270.0,9.5,382.0,2.61,0.8,7,1646337600
7.0,1.0,-3.6,2.9,61964.0,10.5,393.0,3.12,-1.14,6,1646341200
5.7,-0.2,0.0,0.4,77373.0,10.8,398.0,3.33,-0.16,8,1646344800
4.6,2.7,-2.8,-0.4,95070.0,10.1,406.0,3.35,0.16,8,1646348400
4.4,2.9,-1.7,-1.5,101567.0,11.1,408.0,3.7,0.61,10,1646352000
7.0,3.0,-3.9,-4.1,90470.0,9.0,426.0,3.2,1.75,4,1646355600
7.4,2.9,-5.7,2.8,105005.0,7.9,427.0,2.95,-1.2,3,1646359200
7.2,-0.4,-2.0,5.6,100140.0,6.9,426.0,2.54,-2.39,8,1646362800
5.6,2.2,-4.4,-1.5,113168.0,6.7,439.0,2.59,0.66,11,1646366400
4.1,0.4,-1.2,-0.6,119084.0,7.2,434.0,2.65,0.26,12,1646370000
5.7,2.5,-4.4,-0.4,82205.0,6.7,425.0,2.3,0.17,8,1646373600
5.2,1.4,-3.3,0.2,106656.0,7.6,439.0,2.86,-0.09,8,1646377200
5.4,1.7,-2.7,-1.8,130515.0,6.8,445.0,2.65,0.8,7,1646380800
6.6,4.7,-0.7,-3.6,124528.0,6.0,447.0,2.39,1.61,4,1646384400
6.4,4.7,-2.5,-3.3,106279.0,5.8,447.0,2.27,1.48,-2,1646388000
5.3,3.1,-3.6,-0.0,125327.0,6.3,438.0,2.36,0.0,-1,1646391600
4.6,-0.6,-1.6,2.0,122971.0,6.1,454.0,2.4,-0.91,1,1646395200
5.1,-2.0,0.3,2.7,118887.0,5.8,460.0,2.34,-1.24,3,1646398800
5.5,3.6,-2.7,-2.3,131095.0,6.0,438.0,2.23,1.01,0,1646402400
5.5,3.7,-3.2,-1.0,124784.0,5.9,434.0,2.17,0.43,-3,1646406000
5.4,2.9,-3.7,-2.0,125383.0,5.7,432.0,2.08,0.86,-6,1646409600
5.2,2.3,-2.8,-1.2,127492.0,5.2,437.0,1.91,0.52,-10,1646413200
5.7,1.3,-3.8,-0.5,117401.0,5.4,444.0,2.01,0.22,-10,1646416800
6.0,2.0,-0.7,-4.7,112509.0,5.3,433.0,1.87,2.04,-10,1646420400
5.9,2.8,-2.4,-2.6,113568.0,5.6,419.0,1.85,1.09,-17,1646424000
5.3,2.8,-3.2,0.6,114357.0,5.2,415.0,1.72,-0.25,-14,1646427600
4.9,2.2,-2.9,0.2,124373.0,5.9,411.0,1.9,-0.08,-8,1646431200
5.9,4.5,-2.6,-2.3,112517.0,5.7,407.0,1.82,0.94,-5,1646434800
6.0,2.6,-0.9,-4.4,110048.0,6.1,414.0,1.97,1.82,-9,1646438400
6.2,3.9,-2.6,-3.1,104207.0,5.8,408.0,1.81,1.26,-11,1646442000
6.4,4.2,-3.6,-2.5,99412.0,5.9,409.0,1.86,1.02,-7,1646445600
6.3,5.1,-2.5,0.9,83053.0,7.3,386.0,2.14,-0.35,-5,1646449200
6.6,5.4,-1.6,-0.7,85876.0,7.9,380.0,2.26,0.27,-1,1646452800
6.8,3.8,-5.2,-0.5,91213.0,8.3,399.0,2.55,0.2,-1,1646456400
7.3,3.4,-6.0,-1.0,90888.0,9.1,408.0,2.92,0.41,-1,1646460000
7.6,1.1,-4.1,1.7,137475.0,8.4,432.0,3.05,-0.73,-1,1646463600
9.2,5.5,-6.4,2.7,126782.0,7.2,457.0,3.09,-1.23,3,1646467200
9.5,7.4,-4.9,-0.2,139038.0,8.5,457.0,3.55,0.09,6,1646470800
9.6,6.7,0.2,-3.5,145608.0,8.5,448.0,3.49,1.57,-2,1646474400
10.3,-3.8,8.3,-0.6,161420.0,8.8,490.0,3.95,0.29,-8,1646478000
11.0,-5.0,5.8,-6.0,163932.0,8.7,490.0,3.7,2.94,-9,1646481600
9.5,-1.3,0.8,-8.3,166921.0,6.1,484.0,2.63,4.02,-19,1646485200
8.4,2.8,-5.8,-0.6,255900.0,5.5,472.0,2.3,0.28,-38,1646488800
8.1,1.3,-6.1,-1.4,290011.0,5.0,480.0,2.14,0.67,-35,1646492400
6.8,2.3,-0.2,-3.2,437605.0,4.8,487.0,2.2,1.56,-34,1646496000
7.2,0.9,-1.0,-4.8,379357.0,4.4,498.0,2.06,2.39,-38,1646499600
6.1,3.3,-0.2,-3.5,235529.0,2.8,488.0,1.33,1.71,-46,1646503200
7.1,4.7,-0.5,-4.3,171299.0,2.3,517.0,1.23,2.22,-50,1646506800
7.5,1.9,-0.8,-6.2,221716.0,2.4,580.0,1.61,3.6,-55,1646510400
7.0,3.0,-0.6,-5.7,280438.0,2.5,565.0,1.6,3.22,-56,1646514000
6.9,5.2,-2.3,-3.1,247612.0,2.3,550.0,1.3,1.71,-52,1646517600
7.1,5.6,-3.9,-0.3,253709.0,2.3,545.0,1.37,0.16,-47,1646521200
7.4,5.9,-2.2,-3.3,245803.0,2.9,545.0,1.72,1.8,-41,1646524800
8.0,3.6,-4.3,-4.5,201564.0,2.4,572.0,1.43,2.57,-46,1646528400
7.7,5.5,-4.5,-2.2,172266.0,1.9,542.0,1.12,1.19,-46,1646532000
7.2,6.5,-2.6,0.3,231863.0,2.6,534.0,1.48,-0.16,-38,1646535600
7.5,6.5,-1.3,-2.9,220886.0,2.4,537.0,1.38,1.56,-32,1646539200
7.2,5.6,-1.2,-3.4,223537.0,2.0,533.0,1.14,1.81,-33,1646542800
6.9,4.4,-1.0,-4.5,258854.0,1.9,533.0,1.03,2.4,-39,1646546400
6.7,4.2,-4.3,-2.1,165994.0,1.3,523.0,0.7,1.1,-44,1646550000
6.0,4.5,-2.7,-2.1,164831.0,1.2,511.0,0.6,1.07,-37,1646553600
5.4,4.5,-2.3,-0.8,181154.0,1.3,512.0,0.66,0.41,-34,1646557200
5.1,4.5,-1.0,1.9,275026.0,1.6,523.0,0.9,-0.99,-30,1646560800
5.0,4.3,-1.7,-1.2,257879.0,1.5,529.0,0.85,0.63,-32,1646564400
5.0,3.3,-2.2,-2.8,244748.0,1.4,531.0,0.83,1.49,-29,1646568000
5.0,3.9,-1.9,-2.1,192698.0,1.2,510.0,0.65,1.07,-33,1646571600
5.0,4.0,-1.8,-2.4,167295.0,1.1,501.0,0.56,1.2,-30,1646575200
5.0,4.5,-1.4,-0.7,159737.0,1.1,495.0,0.54,0.35,-30,1646578800
4.9,4.5,-1.3,-1.1,165842.0,1.1,489.0,0.49,0.54,-31,1646582400
4.6,3.6,-1.0,-1.2,155960.0,1.3,500.0,0.66,0.6,-31,1646586000
3.9,2.0,-0.5,-1.9,192017.0,1.6,501.0,0.81,0.95,-30,1646589600
4.2,1.9,-0.6,-1.7,165820.0,1.5,505.0,0.73,0.86,-30,1646593200
4.1,-2.6,-0.7,-2.6,153797.0,1.5,539.0,0.82,1.4,-29,1646596800
4.0,0.7,-1.3,-3.3,176672.0,1.6,499.0,0.77,1.65,-28,1646600400
3.6,2.3,-1.2,-1.0,176440.0,1.4,483.0,0.69,0.48,-25,1646604000
3.6,1.5,-2.1,-2.0,172992.0,1.4,488.0,0.68,0.98,-25,1646607600
3.3,1.6,-0.4,-2.0,162827.0,1.4,485.0,0.67,0.97,-22,1646611200
3.4,-1.2,-0.6,-2.7,130509.0,1.4,510.0,0.71,1.38,-24,1646614800
3.4,2.0,0.7,-2.3,151562.0,1.6,475.0,0.72,1.09,-24,1646618400
3.7,2.5,-0.4,-2.3,141116.0,1.6,469.0,0.72,1.08,-24,1646622000
3.8,2.3,-1.0,-2.6,133678.0,1.6,470.0,0.72,1.22,-22,1646625600
3.8,2.7,-1.9,-1.8,121310.0,1.4,465.0,0.63,0.84,-18,1646629200
4.1,3.3,-1.9,-0.8,82954.0,1.3,457.0,0.56,0.37,-21,1646632800
4.3,3.8,-1.7,0.6,64640.0,1.3,451.0,0.54,-0.27,-19,1646636400
4.3,3.6,-2.2,0.5,61905.0,1.3,450.0,0.54,-0.23,-17,1646640000
4.2,3.1,-2.7,-0.2,67111.0,1.4,451.0,0.59,0.09,-18,1646643600
4.1,2.9,-2.3,-1.4,84880.0,1.6,445.0,0.7,0.62,-17,1646647200
4.3,0.5,-0.5,-3.9,50675.0,1.6,475.0,0.78,1.85,-18,1646650800
4.5,1.0,-2.0,-3.4,49216.0,1.9,466.0,0.89,1.58,-22,1646654400
4.7,2.1,-2.3,-3.1,36585.0,1.6,451.0,0.71,1.4,-21,1646658000
5.1,1.9,-2.1,-4.0,29056.0,1.9,455.0,0.82,1.82,-20,1646661600
5.3,1.1,-2.4,-4.6,27139.0,2.2,456.0,0.94,2.1,-23,1646665200
5.0,1.3,-1.2,-4.5,40182.0,2.3,455.0,1.01,2.05,-28,1646668800
5.3,1.4,-2.6,-3.9,32854.0,2.3,453.0,1.01,1.77,-34,1646672400
4.3,0.6,-0.9,-2.9,82709.0,2.7,462.0,1.34,1.34,-34,1646676000
3.5,0.5,-2.3,-1.7,104978.0,2.6,462.0,1.33,0.79,-34,1646679600
2.7,-2.3,1.1,-0.4,102533.0,2.8,478.0,1.43,0.19,-28,1646683200
2.8,-2.3,0.4,-1.0,103985.0,2.8,474.0,1.34,0.47,-23,1646686800
3.6,3.1,-1.2,0.4,102995.0,2.2,477.0,0.96,-0.19,-22,1646690400
3.1,0.8,-1.5,-0.8,120485.0,2.5,475.0,1.15,0.38,-22,1646694000
3.7,-0.9,-2.3,-0.3,127017.0,2.6,483.0,1.23,0.14,-19,1646697600
3.8,-2.9,0.2,-2.3,111937.0,2.6,489.0,1.21,1.12,-15,1646701200
3.3,1.1,-1.2,0.9,111764.0,2.7,469.0,1.11,-0.42,-14,1646704800
3.4,-0.3,-0.8,0.3,109634.0,2.7,473.0,1.13,-0.14,-11,1646708400
1.9,-1.5,-0.3,-0.3,121348.0,2.8,466.0,1.15,0.14,-11,1646712000
2.5,0.5,-0.6,-0.4,105562.0,2.5,443.0,0.96,0.18,-10,1646715600
3.1,2.7,-1.3,0.4,88544.0,2.4,422.0,0.85,-0.17,-9,1646719200
3.1,2.4,-1.7,0.4,83750.0,2.6,424.0,0.92,-0.17,-8,1646722800
3.1,1.7,-2.2,0.3,77182.0,2.8,430.0,0.98,-0.13,-9,1646726400
3.1,1.1,-2.8,0.3,66348.0,3.2,434.0,1.13,-0.13,-9,1646730000
3.3,1.5,-2.9,-0.2,57433.0,3.1,428.0,1.06,0.09,-9,1646733600
3.7,2.0,-3.1,-0.5,54443.0,2.6,420.0,0.86,0.21,-8,1646737200
3.7,2.2,-2.7,-1.1,55810.0,2.5,414.0,0.82,0.46,-7,1646740800
3.8,1.6,-3.0,-1.5,50450.0,2.7,418.0,0.89,0.63,-8,1646744400
3.9,1.8,-3.0,-1.5,43902.0,2.6,411.0,0.82,0.62,-11,1646748000
3.8,2.5,-2.8,-0.4,45265.0,2.8,405.0,0.87,0.16,-11,1646751600
3.9,2.8,-2.6,-0.7,46124.0,3.0,403.0,0.95,0.28,-12,1646755200
4.1,3.3,-1.6,-1.8,46413.0,2.9,398.0,0.9,0.72,-15,1646758800
3.9,2.1,-2.2,-1.6,42663.0,2.5,397.0,0.76,0.64,-19,1646762400
3.9,0.6,-2.4,-2.5,35549.0,2.5,397.0,0.75,0.99,-20,1646766000
3.5,1.3,-2.1,-1.6,46723.0,3.3,392.0,1.0,0.63,-19,1646769600
3.6,2.5,-1.5,-1.7,53224.0,3.4,381.0,0.99,0.65,-17,1646773200
3.5,0.9,-1.9,-2.3,47276.0,3.5,387.0,1.04,0.89,-15,1646776800
3.5,-0.1,-0.6,-3.1,46251.0,3.6,389.0,1.07,1.21,-16,1646780400
3.5,1.2,-1.9,-2.5,49600.0,3.7,378.0,1.03,0.94,-14,1646784000
3.4,1.1,-1.8,-2.5,56304.0,3.7,378.0,1.02,0.94,-12,1646787600
3.1,1.0,-2.2,-1.2,54043.0,3.7,378.0,1.03,0.45,-11,1646791200
2.7,2.3,0.0,0.1,61274.0,3.8,371.0,1.03,-0.04,-10,1646794800
2.5,1.6,0.4,-0.0,62734.0,3.7,373.0,1.0,0.0,-6,1646798400
2.8,1.1,0.1,0.4,55198.0,3.6,378.0,0.99,-0.15,-6,1646802000
3.2,-1.9,-2.2,-1.4,47065.0,3.8,380.0,1.03,0.53,-5,1646805600
3.1,-0.3,-2.0,-2.1,51889.0,4.0,373.0,1.06,0.78,-4,1646809200
2.9,0.2,-1.9,-1.8,59598.0,3.7,368.0,0.97,0.66,-6,1646812800
3.2,2.7,-0.2,-0.5,67658.0,4.1,357.0,1.03,0.18,-5,1646816400
3.7,3.4,-0.5,1.2,57426.0,3.4,357.0,0.84,-0.43,-6,1646820000
3.6,2.7,-1.8,-0.5,62523.0,3.3,358.0,0.83,0.18,-6,1646823600
3.5,-0.8,-2.7,-1.7,53189.0,3.5,380.0,0.98,0.65,-7,1646827200
3.5,0.2,-2.9,-1.4,53439.0,3.2,372.0,0.85,0.52,-8,1646830800
3.5,2.0,-2.4,-1.5,48274.0,3.1,354.0,0.76,0.53,-9,1646834400
3.6,1.9,-2.3,-1.9,47133.0,3.0,358.0,0.75,0.68,-8,1646838000
3.6,2.2,-1.3,-1.5,45092.0,3.0,359.0,0.75,0.54,-7,1646841600
3.3,3.1,-1.0,-0.2,48472.0,3.1,352.0,0.75,0.07,-9,1646845200
3.5,3.3,-0.7,0.4,45018.0,3.0,351.0,0.71,-0.14,-10,1646848800
3.2,2.9,-1.2,0.1,44901.0,3.1,349.0,0.72,-0.03,-8,1646852400
3.1,2.6,-1.3,0.2,48237.0,3.1,345.0,0.7,-0.07,-6,1646856000
3.0,1.3,-0.6,-0.6,48839.0,3.2,345.0,0.71,0.21,-6,1646859600
2.9,0.8,-0.1,-2.7,48404.0,3.3,342.0,0.71,0.92,-7,1646863200
3.1,0.5,-0.3,-2.9,49928.0,3.2,344.0,0.69,1.0,-6,1646866800
2.8,1.6,-1.2,-1.5,60433.0,3.1,341.0,0.67,0.51,-3,1646870400
3.1,2.3,0.3,-1.5,49380.0,2.6,329.0,0.53,0.49,1,1646874000
3.2,1.0,1.3,-2.2,69279.0,4.3,344.0,0.94,0.76,1,1646877600
3.9,-0.2,-1.2,-3.3,69237.0,6.1,354.0,1.42,1.17,2,1646881200
4.5,-1.5,-0.5,-3.2,64634.0,5.2,361.0,1.24,1.16,2,1646884800
4.7,-2.5,-0.1,-3.8,63223.0,5.3,366.0,1.29,1.39,0,1646888400
4.3,1.5,-1.6,-3.1,72933.0,5.8,348.0,1.3,1.08,-5,1646892000
4.0,3.5,0.5,-1.1,69992.0,6.2,332.0,1.26,0.37,-7,1646895600
3.8,1.9,0.8,-1.7,65409.0,5.9,339.0,1.26,0.58,-8,1646899200
3.9,-1.4,-2.0,-2.6,45262.0,5.9,351.0,1.37,0.91,-8,1646902800
5.1,-2.7,-4.0,-1.2,30002.0,5.0,351.0,1.14,0.42,-12,1646906400
4.7,-1.6,-3.4,-1.9,31312.0,6.8,346.0,1.52,0.66,-11,1646910000
5.0,-0.7,-2.7,-3.5,29823.0,6.7,343.0,1.47,1.2,-5,1646913600
5.4,0.1,-2.2,-4.6,26032.0,6.4,338.0,1.34,1.55,-6,1646917200
5.4,1.0,-0.3,-4.5,28749.0,6.6,336.0,1.34,1.51,-10,1646920800
5.7,-1.9,-3.3,-4.2,13539.0,7.0,345.0,1.48,1.45,-10,1646924400
6.2,-1.4,-1.3,-5.7,17337.0,6.4,343.0,1.36,1.96,-12,1646928000
8.6,-2.4,2.0,-7.2,22528.0,9.2,364.0,2.22,2.62,-13,1646931600
8.9,0.8,5.9,-6.3,26412.0,15.4,384.0,4.03,2.42,-11,1646935200
9.6,4.3,4.9,0.3,35113.0,17.0,383.0,4.46,-0.11,-14,1646938800
12.6,3.0,3.0,11.6,45488.0,14.6,374.0,3.74,-4.34,-22,1646942400
16.1,3.8,8.1,12.6,36026.0,13.8,369.0,3.46,-4.65,-17,1646946000
15.7,3.0,14.2,5.1,39108.0,15.0,362.0,3.61,-1.85,-9,1646949600
