Scalar_B,BX_GSE,BY_GSM,BZ_GSM,SW_Temp,SW_Density,SW_Speed,Flow_Pressure,E_Field,Dst,time
7.8,-5.6,3.2,-4.0,76351.0,5.4,389.0,1.54,1.56,6,1640995200
8.3,-5.3,4.9,0.4,67379.0,4.7,390.0,1.26,-0.16,-3,1640998800
9.3,-2.7,3.9,-4.1,103254.0,2.1,454.0,0.87,1.86,-7,1641002400
9.8,1.7,4.0,-8.4,194757.0,2.7,466.0,1.17,3.91,-13,1641006000
8.5,-3.0,4.6,-4.4,126079.0,1.9,454.0,0.7,2.0,-21,1641009600
8.8,-5.4,6.7,0.0,154091.0,2.0,449.0,0.81,-0.0,-23,1641013200
9.1,-5.8,6.8,-0.2,133017.0,2.2,453.0,0.87,0.09,-17,1641016800
9.3,-6.8,5.2,-3.0,111545.0,1.4,447.0,0.54,1.34,-16,1641020400
9.5,-3.7,6.7,4.2,150687.0,1.9,456.0,0.73,-1.92,-17,1641024000
9.8,-4.1,7.2,4.5,119756.0,1.4,507.0,0.72,-2.28,-13,1641027600
9.7,-5.8,7.6,0.9,117685.0,1.2,541.0,0.7,-0.49,-12,1641859200
9.2,-5.3,7.3,1.1,134037.0,1.2,565.0,0.77,-0.62,-11,1641862800
8.8,-5.7,6.6,0.9,133189.0,1.2,568.0,0.77,-0.51,-10,1641866400
8.5,-5.7,6.2,1.1,119494.0,1.2,567.0,0.77,-0.62,-11,1641870000
8.2,-5.4,5.9,0.8,124221.0,1.1,574.0,0.72,-0.46,-10,1641873600
7.8,-5.4,5.3,-0.2,174084.0,1.3,567.0,0.84,0.11,-7,1641877200
7.3,-5.6,4.1,-0.9,192606.0,1.4,558.0,0.87,0.5,-7,1641880800
7.1,-6.2,-0.3,-1.7,198896.0,1.6,542.0,0.94,0.92,-10,1641884400
7.2,-6.7,-1.4,-1.0,199941.0,1.6,536.0,0.92,0.54,-13,1641888000
7.3,-5.5,1.7,-2.6,222916.0,1.5,539.0,0.82,1.4,-12,1641891600
7.2,-6.0,3.0,1.1,230637.0,1.6,524.0,0.88,-0.58,-12,1641945600
7.1,-3.7,5.1,2.5,243008.0,1.8,560.0,1.13,-1.4,-10,1641949200
7.0,-3.5,5.5,1.5,241194.0,1.8,559.0,1.04,-0.84,-10,1641952800
6.7,-2.9,4.5,-0.2,259011.0,1.9,559.0,1.05,0.11,-8,1641956400
6.9,-1.6,6.2,1.2,280033.0,1.8,582.0,1.08,-0.7,-7,1641081600
6.7,-4.4,3.4,-0.6,249358.0,1.6,534.0,0.91,0.32,-7,1641085200
6.9,-4.0,4.5,2.0,268979.0,1.8,547.0,0.99,-1.09,-8,1641088800
7.1,-3.9,5.0,2.4,233657.0,1.8,546.0,1.07,-1.31,-8,1641092400
7.0,-4.5,4.1,-0.4,231039.0,1.8,530.0,1.01,0.21,-9,1641096000
6.9,-5.1,4.0,-0.1,227412.0,2.1,514.0,1.0,0.05,-13,1641099600
7.0,-3.8,5.7,0.5,184775.0,2.3,515.0,1.1,-0.26,-14,1641103200
7.5,-3.7,6.4,0.1,179556.0,2.2,521.0,1.09,-0.05,-15,1641106800
7.2,-3.8,6.0,-0.2,187904.0,2.2,523.0,1.2,0.1,-14,1641110400
7.3,-4.4,5.7,0.0,159381.0,2.1,513.0,1.02,-0.0,-12,1641114000
6.7,-3.7,5.0,-0.4,190648.0,2.1,518.0,1.13,0.21,-9,1642723200
6.5,-4.3,4.7,-0.5,151248.0,1.7,509.0,0.88,0.25,-6,1642726800
5.6,-3.5,3.7,-0.6,181202.0,2.1,503.0,0.99,0.3,-5,1642730400
6.1,-5.2,2.9,0.1,152624.0,2.1,488.0,0.94,-0.05,-9,1642734000
6.1,-4.8,2.9,-1.0,152157.0,2.2,488.0,1.03,0.49,-11,1642737600
5.5,-4.9,-0.9,-1.4,147355.0,1.8,486.0,0.82,0.68,-6,1642741200
5.5,-2.7,-3.2,-2.2,153982.0,2.4,503.0,1.12,1.11,-5,1642744800
6.0,-4.6,2.3,-0.9,108028.0,2.1,469.0,0.88,0.42,-9,1642748400
5.8,-4.5,-0.4,-2.4,101666.0,2.0,464.0,0.81,1.11,-10,1642752000
5.7,-4.1,-1.1,-2.8,106810.0,2.1,470.0,0.9,1.32,-12,1642755600
6.3,0.2,-4.8,-3.4,123976.0,2.9,521.0,1.57,1.77,-13,1642809600
6.2,-2.4,-4.3,-1.7,130135.0,2.7,496.0,1.27,0.84,-15,1642813200
6.1,-5.3,-1.8,-0.8,92570.0,1.9,461.0,0.78,0.37,-12,1642816800
6.3,-4.8,1.8,0.2,114886.0,2.4,468.0,1.06,-0.09,-4,1642820400
6.1,-2.5,0.8,0.5,215040.0,4.0,506.0,1.8,-0.25,3,1641168000
6.6,-3.7,4.8,1.0,170879.0,3.6,494.0,1.76,-0.49,1,1641171600
6.4,-3.1,4.1,1.1,205066.0,4.0,502.0,2.02,-0.55,-1,1641175200
6.0,-1.5,3.2,-1.9,235103.0,3.4,526.0,1.88,1.0,-1,1641178800
5.3,0.4,-1.3,-1.4,338468.0,3.7,551.0,2.25,0.77,-6,1641182400
7.2,5.1,-2.1,-4.0,196440.0,2.4,595.0,1.7,2.38,-12,1641186000
6.9,4.9,1.3,-4.5,165178.0,2.3,601.0,1.66,2.7,-17,1641189600
6.4,2.3,3.5,-4.0,185181.0,2.4,574.0,1.47,2.3,-17,1641193200
6.4,-1.6,4.6,-3.7,192666.0,2.9,534.0,1.52,1.98,-20,1641196800
6.4,-4.9,2.3,-2.8,102119.0,4.9,540.0,2.74,1.51,-21,1641200400
8.8,-8.1,2.7,-0.3,86045.0,3.3,530.0,1.63,0.16,-25,1643587200
7.4,-5.7,2.2,3.9,81255.0,3.7,523.0,1.83,-2.04,-20,1643590800
6.1,-4.2,2.4,3.6,33138.0,4.3,525.0,2.28,-1.89,-11,1643594400
4.9,-3.2,1.0,3.1,54133.0,3.9,519.0,1.94,-1.61,-8,1643598000
5.2,-3.7,2.9,0.2,65143.0,2.8,510.0,1.29,-0.1,-10,1643601600
5.2,-4.0,0.7,1.3,72899.0,2.9,503.0,1.31,-0.65,-8,1643605200
5.0,-3.3,2.3,0.6,87765.0,3.0,498.0,1.33,-0.3,-8,1643608800
5.3,-3.7,3.1,-1.7,87866.0,3.0,498.0,1.33,0.85,-9,1643612400
5.5,-4.4,2.7,-1.2,86565.0,2.7,490.0,1.15,0.59,-11,1643616000
5.6,-3.8,3.8,-1.1,89012.0,2.8,489.0,1.18,0.54,-12,1643619600
5.6,-3.9,4.0,-0.3,77466.0,2.9,486.0,1.22,0.15,-11,1643673600
5.9,-4.6,3.4,0.9,67453.0,2.8,477.0,1.14,-0.43,-13,1643677200
5.9,-4.7,3.4,-0.4,78164.0,2.9,468.0,1.13,0.19,-14,1643680800
6.2,-3.7,4.8,-0.6,71825.0,2.9,475.0,1.18,0.28,-9,1643684400
6.6,-1.8,6.1,-0.4,69577.0,2.3,496.0,1.02,0.2,-6,1641254400
6.6,-1.5,6.4,0.2,65839.0,2.2,493.0,0.97,-0.1,-7,1641258000
6.4,-0.7,6.1,-0.1,77907.0,2.4,496.0,1.08,0.05,-6,1641261600
6.0,-0.8,5.6,-0.7,84822.0,2.7,491.0,1.21,0.34,-6,1641265200
5.6,-2.7,-1.9,-2.5,87693.0,3.2,475.0,1.33,1.19,-6,1641268800
5.4,-3.2,-2.8,-2.2,85614.0,3.1,466.0,1.25,1.03,-7,1641272400
5.4,-4.6,-2.4,-0.2,75781.0,3.2,446.0,1.16,0.09,-8,1641276000
5.4,-4.3,-2.6,-1.1,70374.0,3.1,446.0,1.12,0.49,-12,1641279600
5.3,-4.5,1.6,-1.9,56411.0,2.6,428.0,0.85,0.81,-15,1641283200
5.4,-0.8,4.4,0.0,41693.0,3.0,448.0,1.09,-0.0,-18,1641286800
5.3,0.2,5.2,0.7,26376.0,2.9,441.0,1.02,-0.31,-19,1644451200
5.4,-0.7,5.1,0.5,32969.0,2.9,437.0,1.0,-0.22,-18,1644454800
5.2,-1.6,4.9,0.1,37336.0,3.3,433.0,1.13,-0.04,-14,1644458400
5.1,-2.1,4.6,0.2,53697.0,3.5,427.0,1.16,-0.09,-11,1644462000
5.3,-3.0,4.4,-0.2,52471.0,3.3,425.0,1.07,0.09,-10,1644465600
5.6,-4.0,3.8,0.1,34462.0,2.2,412.0,0.67,-0.04,-9,1644469200
5.5,-4.5,3.1,-0.1,31295.0,1.8,406.0,0.54,0.04,-10,1644472800
5.3,-4.3,2.8,0.8,32164.0,2.4,397.0,0.72,-0.32,-11,1644476400
5.4,-4.7,2.6,0.5,31519.0,2.3,393.0,0.67,-0.2,-11,1644480000
5.5,-4.7,2.7,0.5,29423.0,1.9,391.0,0.55,-0.2,-11,1644483600
5.3,-4.4,2.8,0.6,31735.0,2.0,389.0,0.56,-0.23,-9,1644537600
5.1,-3.8,2.4,2.1,27209.0,2.1,388.0,0.58,-0.81,-7,1644541200
5.4,-4.0,2.6,2.5,23659.0,2.4,383.0,0.64,-0.96,-7,1644544800
5.7,-4.1,3.6,1.7,23813.0,2.3,380.0,0.61,-0.65,-4,1644548400
5.8,-3.8,4.2,0.9,28429.0,2.5,383.0,0.67,-0.34,-3,1641340800
5.8,-1.9,5.0,1.6,51079.0,3.4,400.0,0.99,-0.64,-2,1641344400
5.9,-1.9,5.5,0.3,44147.0,3.4,397.0,0.97,-0.12,-2,1641348000
5.9,-0.6,5.3,-0.6,44783.0,3.5,393.0,0.97,0.24,-2,1641351600
6.6,-0.3,6.4,-0.7,49113.0,3.5,388.0,0.94,0.27,-1,1641355200
6.9,-0.1,6.3,1.5,43231.0,3.5,386.0,0.94,-0.58,-2,1641358800
6.3,-1.3,4.3,4.0,44290.0,3.8,392.0,1.03,-1.57,-2,1641362400
5.5,-1.0,4.1,2.7,33855.0,3.6,389.0,0.96,-1.05,-3,1641366000
5.4,-0.1,3.6,0.4,39486.0,3.1,393.0,0.86,-0.16,-6,1641369600
5.4,-3.3,0.2,3.7,52884.0,2.8,387.0,0.79,-1.43,-8,1641373200
4.9,-2.9,2.1,3.0,81149.0,2.8,386.0,0.79,-1.16,-7,1645315200
5.1,-3.1,1.6,3.2,61516.0,2.4,384.0,0.66,-1.23,-6,1645318800
4.7,-1.5,2.1,-2.1,102793.0,2.9,397.0,0.84,0.83,-5,1645322400
5.6,-2.4,2.9,-1.9,106030.0,3.6,397.0,1.04,0.75,-7,1645326000
5.0,-3.9,1.3,0.0,79321.0,2.4,368.0,0.6,-0.0,-4,1645329600
5.1,-4.6,1.5,-0.9,71798.0,2.1,354.0,0.54,0.32,-1,1645333200
5.2,-4.8,1.6,0.4,60874.0,2.2,352.0,0.54,-0.14,-3,1645336800
5.3,-3.6,3.3,1.1,54038.0,2.4,363.0,0.6,-0.4,-4,1645340400
5.4,-1.9,4.4,1.4,61555.0,3.0,381.0,0.79,-0.53,-3,1645344000
5.4,-2.2,4.2,2.1,57576.0,3.0,376.0,0.77,-0.79,-2,1645347600
5.4,-3.0,3.7,2.0,48014.0,2.7,368.0,0.67,-0.74,-1,1645401600
5.1,-2.4,3.5,1.3,49466.0,2.4,370.0,0.61,-0.48,-4,1645405200
5.0,-2.2,2.2,2.9,77568.0,3.1,374.0,0.79,-1.08,-5,1645408800
5.2,-0.4,4.4,1.7,70602.0,3.4,387.0,0.88,-0.66,-3,1645412400
5.1,-1.0,4.0,1.5,58907.0,3.1,377.0,0.77,-0.57,-4,1641427200
5.0,-4.0,1.9,2.2,48825.0,2.3,345.0,0.55,-0.76,-4,1641430800
4.9,-2.5,3.8,1.5,48948.0,2.6,358.0,0.6,-0.54,0,1641434400
5.0,-3.3,3.4,1.6,42264.0,2.7,353.0,0.67,-0.56,1,1641438000
5.0,-2.3,4.2,1.3,42497.0,2.5,362.0,0.57,-0.47,2,1641441600
5.3,-1.7,4.8,1.2,37079.0,2.3,368.0,0.55,-0.44,0,1641445200
5.0,-1.3,4.4,1.6,39567.0,2.4,368.0,0.57,-0.59,-1,1641448800
4.5,1.2,3.4,2.2,17338.0,3.8,364.0,0.87,-0.8,-3,1641452400
4.5,2.6,3.1,1.8,14718.0,3.6,363.0,0.82,-0.65,-5,1641456000
4.4,3.1,2.1,2.0,15235.0,4.0,358.0,0.88,-0.72,-5,1641459600
4.4,3.3,2.6,1.3,11733.0,4.3,355.0,0.93,-0.46,-4,1646179200
4.5,3.2,2.4,1.9,14718.0,4.2,352.0,0.89,-0.67,-3,1646182800
4.3,2.9,1.6,2.4,15412.0,4.2,351.0,0.89,-0.84,-1,1646186400
4.0,3.2,1.9,1.4,11383.0,5.2,350.0,1.09,-0.49,0,1646190000
3.9,3.0,1.9,1.6,14137.0,4.9,348.0,1.02,-0.56,1,1646193600
3.7,1.9,2.1,1.8,20996.0,3.6,351.0,0.77,-0.63,3,1646197200
4.5,1.6,3.0,2.5,25680.0,2.9,353.0,0.63,-0.88,4,1646200800
4.7,-0.9,4.1,0.0,35225.0,2.1,346.0,0.46,-0.0,1,1646204400
4.1,-1.2,3.2,-0.6,44226.0,2.4,349.0,0.52,0.21,0,1646208000
4.1,-3.2,2.3,-1.0,50782.0,2.3,341.0,0.49,0.34,-1,1646211600
4.3,-3.1,2.8,0.6,53827.0,2.1,346.0,0.47,-0.21,-1,1646265600
4.1,-3.0,2.3,1.1,40267.0,1.9,341.0,0.41,-0.38,-4,1646269200
3.5,0.0,2.6,1.7,30374.0,2.8,342.0,0.57,-0.58,-6,1646272800
3.8,-2.7,2.6,0.1,20223.0,1.7,331.0,0.33,-0.03,-6,1646276400
3.7,-2.5,2.6,0.9,21672.0,2.1,326.0,0.4,-0.29,-6,1641513600
3.5,-2.7,1.7,1.5,19449.0,2.1,320.0,0.38,-0.48,-3,1641517200
3.6,-3.2,1.1,0.9,21181.0,2.1,317.0,0.38,-0.29,0,1641520800
3.6,-2.7,2.0,0.9,22403.0,2.4,314.0,0.42,-0.28,1,1641524400
3.6,-2.8,2.0,0.7,17867.0,2.5,311.0,0.43,-0.22,2,1641528000
3.4,-2.6,2.0,-0.0,16774.0,2.4,309.0,0.41,0.0,3,1641531600
3.3,-2.0,1.6,-0.2,16355.0,2.6,317.0,0.46,0.06,4,1641535200
3.6,-2.1,2.3,0.9,17488.0,3.3,323.0,0.6,-0.29,4,1641538800
3.6,-2.0,2.8,0.7,17266.0,3.3,322.0,0.59,-0.23,4,1641542400
3.7,-2.2,2.4,1.4,13452.0,2.8,318.0,0.49,-0.45,2,1641546000
3.8,-1.3,1.4,3.1,19951.0,4.2,325.0,0.76,-1.01,-1,1647043200
3.9,-1.8,2.1,2.6,17793.0,4.2,319.0,0.73,-0.83,-3,1647046800
4.2,-2.5,2.9,1.2,17501.0,4.3,316.0,0.73,-0.38,-6,1647050400
3.9,-2.1,3.1,0.7,16945.0,4.4,314.0,0.74,-0.22,-5,1647054000
3.7,-1.7,3.2,0.7,16506.0,4.5,314.0,0.76,-0.22,-1,1647057600
3.6,-1.7,3.0,0.6,15531.0,4.3,314.0,0.73,-0.19,3,1647061200
3.7,-2.7,1.8,1.5,14225.0,3.0,306.0,0.49,-0.46,4,1647064800
3.4,-2.1,1.6,1.7,18793.0,3.2,310.0,0.53,-0.53,5,1647068400
3.5,-2.8,1.9,0.6,14781.0,2.7,300.0,0.43,-0.18,5,1647072000
3.4,-0.5,1.9,1.4,18026.0,3.7,306.0,0.6,-0.43,5,1647075600
3.2,-2.8,1.5,0.1,13792.0,3.3,298.0,0.51,-0.03,4,1647129600
3.2,-2.7,1.5,0.5,13603.0,3.4,298.0,0.53,-0.15,0,1647133200
3.1,-2.7,1.4,0.5,13798.0,3.6,297.0,0.55,-0.15,-2,1647136800
3.0,-2.6,0.6,1.4,14898.0,4.0,295.0,0.6,-0.41,0,1647140400
3.0,-2.6,0.2,1.1,15027.0,4.2,293.0,0.63,-0.32,-2,1641600000
3.0,-2.7,-1.0,0.0,13370.0,3.9,295.0,0.59,-0.0,-1,1641603600
3.3,-2.1,1.6,1.6,16793.0,4.7,289.0,0.67,-0.46,2,1641607200
3.3,-1.4,2.2,1.0,13324.0,5.2,292.0,0.76,-0.29,4,1641610800
3.5,0.4,3.4,-0.2,10130.0,6.4,296.0,0.96,0.06,7,1641614400
3.6,-0.4,3.5,-0.0,14088.0,6.6,292.0,0.96,0.0,8,1641618000
3.9,0.4,3.7,-0.7,14291.0,7.5,297.0,1.12,0.21,9,1641621600
3.7,-0.2,3.2,0.3,14423.0,9.3,296.0,1.38,-0.09,9,1641625200
4.3,0.5,3.0,-3.0,12316.0,9.0,302.0,1.39,0.91,10,1641628800
3.7,-0.3,3.1,-0.6,13436.0,12.5,302.0,1.92,0.18,10,1641632400
2.8,-1.7,-0.1,1.6,15049.0,19.1,302.0,2.93,-0.48,12,1647907200
5.5,-1.7,4.6,-0.5,17901.0,22.2,310.0,3.59,0.15,16,1647910800
5.3,-0.3,4.4,-2.6,15129.0,19.5,309.0,3.13,0.8,16,1647914400
5.1,-1.0,4.4,-2.3,13707.0,18.7,304.0,2.91,0.7,10,1647918000
4.6,-1.5,3.5,-2.4,13430.0,18.9,302.0,2.91,0.72,10,1647921600
3.3,-0.6,1.8,-2.5,14118.0,21.9,303.0,3.4,0.76,12,1647925200
5.3,-0.4,3.4,-3.5,14312.0,17.8,306.0,2.87,1.07,10,1647928800
5.4,-0.4,4.7,-2.1,22109.0,17.9,310.0,2.94,0.65,11,1647932400
9.9,0.6,9.4,-1.1,23348.0,27.5,336.0,5.35,0.37,25,1647936000
16.0,-0.4,11.1,-6.9,44591.0,32.5,365.0,7.49,2.52,22,1647939600
14.6,-2.2,12.7,-5.5,61131.0,39.3,371.0,9.43,2.04,3,1647993600
11.2,-2.0,2.0,-5.7,104333.0,45.2,377.0,11.37,2.15,0,1647997200
11.8,-3.1,1.7,-4.6,132722.0,44.3,381.0,11.38,1.75,-14,1648000800
14.6,7.7,-1.8,9.4,146422.0,38.0,398.0,11.02,-3.74,-11,1648004400
16.0,6.8,-9.0,5.7,266071.0,20.4,414.0,7.12,-2.36,-11,1641686400
18.4,6.9,-11.8,10.9,375074.0,8.3,440.0,3.77,-4.8,-16,1641690000
17.0,5.2,-11.5,5.8,413677.0,10.5,443.0,4.87,-2.57,-12,1641693600
17.2,4.6,-13.3,4.8,378530.0,8.9,431.0,3.85,-2.07,-13,1641697200
14.7,4.3,-10.6,5.7,408709.0,9.7,416.0,3.64,-2.37,-13,1641700800
14.9,8.7,-8.8,2.9,327269.0,8.5,424.0,3.65,-1.23,-11,1641704400
10.3,4.1,-8.2,1.2,346492.0,11.6,455.0,5.18,-0.55,-8,1641708000
9.1,4.8,-5.9,3.1,276710.0,8.6,467.0,3.83,-1.45,-14,1641711600
5.7,1.6,-3.8,-0.4,227111.0,5.2,504.0,2.62,0.2,-18,1641715200
3.9,3.8,-0.7,-0.3,122220.0,2.7,520.0,1.41,0.16,-25,1641718800
3.9,3.9,-0.3,-0.2,116225.0,2.4,514.0,1.24,0.1,-26,1648771200
3.7,3.5,-0.0,-0.7,105878.0,2.2,513.0,1.14,0.36,-24,1648774800
3.7,3.4,-0.9,-0.8,102241.0,2.2,514.0,1.15,0.41,-26,1648778400
3.4,3.2,0.1,-1.0,96661.0,2.2,506.0,1.12,0.51,-27,1648782000
2.5,1.5,-0.3,-1.2,102189.0,2.9,485.0,1.3,0.58,-26,1648785600
3.3,2.8,-1.3,-0.6,80212.0,3.3,453.0,1.25,0.27,-21,1648789200
3.1,2.9,-1.0,0.6,68310.0,3.3,449.0,1.24,-0.27,-16,1648792800
3.0,2.6,-0.9,0.5,67333.0,3.2,444.0,1.18,-0.22,-11,1648796400
3.1,0.0,-1.9,-0.9,65505.0,3.5,448.0,1.32,0.4,-9,1648800000
2.3,0.2,0.1,-1.4,62596.0,3.6,442.0,1.34,0.62,-10,1648803600
2.7,-0.5,-0.5,-1.6,60925.0,3.9,446.0,1.49,0.71,-10,1648857600
3.0,-1.9,-1.2,-1.3,62366.0,4.4,454.0,1.73,0.59,-11,1648861200
3.5,-2.7,-1.1,-1.4,68359.0,5.3,460.0,2.12,0.64,-11,1648864800
3.6,0.2,-0.3,-2.8,79943.0,5.9,448.0,2.22,1.25,-10,1648868400
3.5,-0.4,-1.5,-2.1,81938.0,6.2,449.0,2.33,0.94,-10,1641772800
3.6,-1.2,-2.6,-1.2,79796.0,6.3,453.0,2.4,0.54,-8,1641776400
4.2,-1.0,-3.3,-0.0,71763.0,6.2,456.0,2.4,0.0,-4,1641780000
4.9,1.1,-3.7,2.2,51885.0,6.5,439.0,2.28,-0.97,-2,1641783600
3.9,-0.9,1.2,-2.3,59510.0,7.8,445.0,2.84,1.02,0,1641787200
4.9,3.5,3.1,0.1,58755.0,6.2,427.0,2.08,-0.04,-2,1641790800
4.5,3.1,2.2,1.8,53227.0,5.5,419.0,1.78,-0.75,-3,1641794400
3.6,2.1,-0.8,1.6,72865.0,4.3,419.0,1.42,-0.67,-7,1641798000
4.3,-0.7,-3.2,2.0,83950.0,3.0,444.0,1.1,-0.89,-7,1641801600
4.1,-2.0,-2.8,-0.0,91918.0,2.7,439.0,0.97,0.0,-7,1641805200
4.2,-1.9,-3.3,1.2,91775.0,2.6,431.0,0.89,-0.52,-8,1649635200
3.4,-1.3,-2.8,1.0,96066.0,2.8,428.0,0.96,-0.43,-7,1649638800
3.0,-0.8,-2.3,-1.4,90160.0,3.0,421.0,1.0,0.59,-10,1649642400
3.4,-1.8,-2.6,-0.7,77958.0,2.8,419.0,0.92,0.29,-13,1649646000
3.1,-1.0,-2.4,-1.4,72551.0,3.1,413.0,0.99,0.58,-9,1649649600
3.3,-0.3,-2.6,-1.6,73764.0,3.2,413.0,1.02,0.66,-10,1649653200
3.8,-1.8,-2.3,-2.3,66939.0,3.1,422.0,1.02,0.97,-12,1649656800
4.0,-0.7,-2.4,-2.7,73915.0,3.5,418.0,1.14,1.13,-14,1649660400
4.2,-1.7,-2.0,-2.8,60566.0,3.6,414.0,1.16,1.16,-13,1649664000
3.6,-0.9,-2.0,-2.5,66029.0,4.4,414.0,1.4,1.03,-13,1649667600
3.7,-1.5,-2.0,-2.3,58067.0,4.6,415.0,1.44,0.95,-12,1649721600
3.6,0.1,-2.5,-2.2,55978.0,4.8,400.0,1.42,0.88,-11,1649725200
3.4,-2.2,-0.1,-2.0,48912.0,4.5,402.0,1.34,0.8,-10,1649728800
2.9,-2.1,1.1,-1.2,54780.0,5.1,407.0,1.56,0.49,-6,1649732400
2.8,1.5,0.8,-1.2,57213.0,5.8,393.0,1.64,0.47,-4,1641859200
3.5,-2.6,-0.2,-1.8,38321.0,5.6,397.0,1.63,0.71,-4,1641862800
4.0,-3.3,-0.6,-2.0,35255.0,6.1,405.0,1.83,0.81,-6,1641866400
3.9,-2.3,-1.1,-2.8,37348.0,7.3,396.0,2.06,1.11,-9,1641870000
3.2,1.7,-2.0,-0.6,56156.0,8.0,403.0,2.37,0.24,-9,1641873600
4.1,2.7,-2.7,-1.0,53173.0,6.5,397.0,1.9,0.4,-7,1641877200
5.0,3.6,-3.5,-0.6,46263.0,5.1,398.0,1.49,0.24,-7,1641880800
5.2,3.8,-3.5,0.4,47570.0,4.8,391.0,1.34,-0.16,-6,1641884400
5.0,2.6,-3.4,-0.9,52933.0,5.2,390.0,1.44,0.35,-4,1641888000
4.3,2.4,-2.8,1.6,53282.0,6.7,386.0,1.77,-0.62,-2,1641891600
3.9,2.7,-2.2,-0.4,58203.0,7.5,385.0,1.98,0.15,-2,1650499200
3.8,3.6,-0.5,0.7,64776.0,8.0,379.0,2.06,-0.27,-1,1650502800
4.9,2.9,-0.2,0.6,55975.0,6.8,386.0,1.8,-0.23,-1,1650506400
5.2,0.2,-3.8,-2.3,54552.0,6.5,389.0,1.74,0.89,-6,1650510000
5.0,0.9,-2.8,-0.3,66310.0,6.5,388.0,1.75,0.12,-9,1650513600
5.1,-1.8,-3.4,-2.5,60474.0,6.8,401.0,1.94,1.0,-11,1650517200
5.3,1.7,-4.3,-0.3,67127.0,6.7,382.0,1.75,0.11,-16,1650520800
5.6,2.5,-3.8,-0.1,66138.0,5.8,381.0,1.51,0.04,-11,1650524400
5.9,4.9,-2.1,2.4,47659.0,4.4,371.0,1.12,-0.89,-6,1650528000
5.8,4.9,-2.7,0.7,32925.0,3.7,357.0,0.86,-0.25,-3,1650531600
5.8,5.2,-1.8,1.7,28429.0,3.5,359.0,0.82,-0.61,-1,1650585600
6.0,5.4,-1.2,2.0,27561.0,3.8,361.0,0.89,-0.72,1,1650589200
6.0,5.5,-1.9,1.5,31532.0,4.6,361.0,1.06,-0.54,3,1650592800
6.1,5.5,-1.4,1.9,30299.0,5.2,360.0,1.2,-0.68,5,1650596400
5.7,4.8,-1.7,1.2,30428.0,6.3,357.0,1.47,-0.43,8,1641945600
5.6,4.6,-2.4,0.6,31507.0,7.8,351.0,1.8,-0.21,7,1641949200
5.5,3.3,-3.9,-0.9,25035.0,8.9,354.0,2.06,0.32,4,1641952800
5.9,3.7,0.4,2.9,24062.0,7.7,363.0,1.83,-1.05,-1,1641956400
6.1,4.1,2.7,3.0,22540.0,7.3,369.0,1.75,-1.11,-2,1641960000
6.3,3.6,1.7,4.1,22177.0,7.6,374.0,1.87,-1.53,1,1641963600
7.1,6.0,1.0,3.1,16970.0,7.4,366.0,1.72,-1.13,1,1641967200
7.3,5.1,3.3,3.8,13067.0,7.3,374.0,1.79,-1.42,1,1641970800
7.0,4.3,3.3,3.6,16166.0,8.5,374.0,2.18,-1.35,3,1641974400
6.9,4.1,3.9,3.4,19012.0,7.6,377.0,2.07,-1.28,5,1641978000
7.5,5.0,4.7,2.8,14275.0,6.1,375.0,1.68,-1.05,5,1651363200
7.4,6.4,1.9,2.3,22120.0,6.1,358.0,1.58,-0.82,5,1651366800
6.9,6.3,0.9,1.7,21753.0,5.8,357.0,1.55,-0.61,6,1651370400
6.9,6.4,1.3,1.8,22225.0,6.2,362.0,1.7,-0.65,5,1651374000
6.9,4.2,-1.8,1.4,28210.0,6.5,371.0,1.88,-0.52,2,1651377600
7.4,1.3,-7.2,-0.1,62707.0,4.2,386.0,1.41,0.04,-3,1651381200
7.0,2.6,-6.2,0.7,59407.0,4.4,376.0,1.4,-0.26,-4,1651384800
6.9,1.8,-6.1,-2.1,78779.0,4.2,379.0,1.36,0.8,-4,1651388400
6.7,3.2,-5.0,1.3,75524.0,3.8,370.0,1.16,-0.48,-4,1651392000
6.7,2.7,-5.7,-0.6,83660.0,3.8,373.0,1.13,0.22,-3,1651395600
6.0,1.9,-3.7,2.1,113627.0,4.5,379.0,1.3,-0.8,0,1651449600
5.4,1.8,-4.2,1.6,142295.0,4.9,382.0,1.35,-0.61,2,1651453200
5.2,1.2,-3.6,-2.8,151344.0,5.5,382.0,1.5,1.07,4,1651456800
5.3,2.5,-3.8,0.0,135616.0,4.9,370.0,1.27,-0.0,2,1651460400
4.4,0.5,-3.4,1.4,163631.0,5.6,381.0,1.5,-0.53,1,1642032000
4.5,1.5,-0.1,3.3,147169.0,5.1,376.0,1.34,-1.24,-1,1642035600
5.2,2.3,-3.0,2.4,107578.0,4.4,364.0,1.13,-0.87,-2,1642039200
5.6,3.1,-0.9,4.2,82874.0,3.6,354.0,0.92,-1.49,-3,1642042800
5.6,1.9,-4.3,2.2,92814.0,3.7,352.0,0.89,-0.77,-3,1642046400
5.6,2.2,-3.7,2.8,83793.0,3.0,347.0,0.7,-0.97,-4,1642050000
5.2,2.4,-3.3,2.7,67370.0,2.9,342.0,0.64,-0.92,-2,1642053600
4.4,1.3,-3.0,2.0,96236.0,3.7,350.0,0.84,-0.7,-1,1642057200
4.4,2.5,-2.2,2.6,104562.0,3.1,355.0,0.75,-0.92,1,1642060800
